antecedents,consequents,support,confidence,lift
Product 67,"Product 31, Product 4",0.01,0.5,50.0
"Product 14, Product 31",Product 67,0.01,1.0,50.0
Product 67,"Product 14, Product 31",0.01,0.5,50.0
"Product 16, Product 28",Product 43,0.01,1.0,50.0
Product 43,"Product 16, Product 28",0.01,0.5,50.0
Product 89,"Product 73, Product 9",0.01,0.5,50.0
"Product 28, Product 55",Product 43,0.01,1.0,50.0
"Product 28, Product 43",Product 55,0.01,1.0,50.0
Product 95,"Product 24, Product 78",0.01,0.5,50.0
"Product 43, Product 71, Product 78",Product 89,0.01,1.0,50.0
"Product 71, Product 78, Product 89",Product 43,0.01,1.0,50.0
Product 89,"Product 43, Product 51, Product 71",0.01,0.5,50.0
"Product 16, Product 28, Product 55",Product 43,0.01,1.0,50.0
Product 55,"Product 28, Product 43",0.01,0.5,50.0
"Product 12, Product 7","Product 33, Product 84",0.01,1.0,50.0
"Product 33, Product 84","Product 12, Product 7",0.01,0.5,50.0
"Product 16, Product 28",Product 55,0.01,1.0,50.0
Product 55,"Product 16, Product 28",0.01,0.5,50.0
"Product 35, Product 7","Product 12, Product 33",0.01,0.5,50.0
"Product 12, Product 42",Product 10,0.01,1.0,50.0
Product 10,"Product 12, Product 42",0.01,0.5,50.0
"Product 73, Product 9",Product 89,0.01,1.0,50.0
Product 88,"Product 27, Product 7, Product 81",0.01,0.5,50.0
Product 88,"Product 22, Product 36, Product 64",0.01,0.5,50.0
"Product 7, Product 70, Product 81",Product 88,0.01,1.0,50.0
"Product 35, Product 7","Product 12, Product 84",0.01,0.5,50.0
"Product 51, Product 78, Product 89",Product 43,0.01,1.0,50.0
"Product 23, Product 6, Product 82",Product 30,0.01,1.0,50.0
"Product 23, Product 30","Product 6, Product 82",0.01,1.0,50.0
"Product 6, Product 82","Product 23, Product 30",0.01,0.5,50.0
Product 30,"Product 23, Product 6, Product 82",0.01,0.5,50.0
Product 52,"Product 46, Product 48",0.01,0.5,50.0
"Product 4, Product 58",Product 45,0.01,1.0,50.0
Product 45,"Product 4, Product 58",0.01,0.5,50.0
"Product 24, Product 78",Product 95,0.01,1.0,50.0
"Product 12, Product 84","Product 35, Product 7",0.01,1.0,50.0
"Product 15, Product 48","Product 34, Product 57",0.01,0.5,50.0
"Product 34, Product 57","Product 15, Product 48",0.01,1.0,50.0
Product 89,"Product 51, Product 71, Product 78",0.01,0.5,50.0
Product 55,"Product 28, Product 43, Product 62",0.01,0.5,50.0
Product 43,"Product 28, Product 55, Product 62",0.01,0.5,50.0
"Product 24, Product 87","Product 25, Product 27",0.01,1.0,50.0
"Product 43, Product 55","Product 16, Product 62",0.01,1.0,50.0
"Product 16, Product 62","Product 43, Product 55",0.01,0.5,50.0
Product 55,"Product 16, Product 43, Product 62",0.01,0.5,50.0
Product 43,"Product 16, Product 55, Product 62",0.01,0.5,50.0
Product 43,"Product 51, Product 71, Product 78",0.01,0.5,50.0
Product 32,"Product 13, Product 31",0.01,0.5,50.0
Product 75,"Product 3, Product 35",0.01,0.5,50.0
"Product 16, Product 28, Product 62",Product 55,0.01,1.0,50.0
"Product 17, Product 49",Product 66,0.01,1.0,50.0
Product 66,"Product 17, Product 49",0.01,0.5,50.0
"Product 43, Product 51, Product 78",Product 89,0.01,1.0,50.0
"Product 25, Product 27","Product 24, Product 87",0.01,0.5,50.0
"Product 15, Product 48","Product 34, Product 93",0.01,0.5,50.0
"Product 34, Product 93","Product 15, Product 48",0.01,1.0,50.0
Product 66,"Product 14, Product 49",0.01,0.5,50.0
"Product 65, Product 73",Product 91,0.01,1.0,50.0
"Product 27, Product 70, Product 81",Product 88,0.01,1.0,50.0
"Product 49, Product 56",Product 75,0.01,1.0,50.0
Product 75,"Product 49, Product 56",0.01,0.5,50.0
"Product 3, Product 49",Product 75,0.01,1.0,50.0
"Product 16, Product 55, Product 62",Product 43,0.01,1.0,50.0
"Product 16, Product 43, Product 62",Product 55,0.01,1.0,50.0
"Product 16, Product 48",Product 52,0.01,1.0,50.0
Product 52,"Product 16, Product 48",0.01,0.5,50.0
"Product 27, Product 7, Product 70",Product 88,0.01,1.0,50.0
"Product 28, Product 62","Product 43, Product 55",0.01,0.5,50.0
"Product 28, Product 62","Product 16, Product 43",0.01,0.5,50.0
"Product 28, Product 43","Product 16, Product 62",0.01,1.0,50.0
Product 43,"Product 16, Product 28, Product 62",0.01,0.5,50.0
"Product 16, Product 43","Product 28, Product 62",0.01,1.0,50.0
"Product 27, Product 7, Product 81",Product 88,0.01,1.0,50.0
"Product 51, Product 71, Product 78",Product 89,0.01,1.0,50.0
"Product 51, Product 71, Product 78",Product 43,0.01,1.0,50.0
Product 75,"Product 3, Product 49",0.01,0.5,50.0
"Product 13, Product 31",Product 32,0.01,1.0,50.0
"Product 3, Product 56",Product 75,0.01,1.0,50.0
Product 75,"Product 3, Product 56",0.01,0.5,50.0
"Product 16, Product 55","Product 28, Product 62",0.01,1.0,50.0
"Product 16, Product 62","Product 28, Product 55",0.01,0.5,50.0
"Product 14, Product 17",Product 66,0.01,1.0,50.0
Product 66,"Product 14, Product 17",0.01,0.5,50.0
"Product 14, Product 49",Product 66,0.01,1.0,50.0
Product 52,"Product 48, Product 62",0.01,0.5,50.0
"Product 46, Product 48",Product 52,0.01,1.0,50.0
"Product 35, Product 49",Product 75,0.01,1.0,50.0
Product 75,"Product 35, Product 49",0.01,0.5,50.0
"Product 3, Product 35",Product 75,0.01,1.0,50.0
"Product 28, Product 55","Product 16, Product 62",0.01,1.0,50.0
"Product 28, Product 62","Product 16, Product 55",0.01,0.5,50.0
Product 55,"Product 16, Product 28, Product 62",0.01,0.5,50.0
Product 43,"Product 71, Product 78, Product 89",0.01,0.5,50.0
"Product 28, Product 55, Product 62",Product 43,0.01,1.0,50.0
"Product 28, Product 43, Product 62",Product 55,0.01,1.0,50.0
"Product 43, Product 55","Product 28, Product 62",0.01,1.0,50.0
"Product 16, Product 28, Product 62",Product 43,0.01,1.0,50.0
"Product 16, Product 62","Product 28, Product 43",0.01,0.5,50.0
"Product 24, Product 74",Product 95,0.01,1.0,50.0
Product 89,"Product 43, Product 71, Product 78",0.01,0.5,50.0
"Product 35, Product 64",Product 37,0.01,0.5,50.0
"Product 12, Product 61","Product 29, Product 64",0.01,0.5,50.0
"Product 29, Product 64","Product 12, Product 61",0.01,1.0,50.0
"Product 12, Product 61","Product 14, Product 29",0.01,0.5,50.0
"Product 14, Product 29","Product 12, Product 61",0.01,1.0,50.0
"Product 35, Product 7",Product 37,0.01,0.5,50.0
"Product 28, Product 68, Product 79","Product 49, Product 62",0.01,1.0,50.0
"Product 42, Product 94","Product 15, Product 71",0.01,0.5,50.0
"Product 33, Product 87","Product 58, Product 78, Product 84",0.01,0.5,50.0
"Product 6, Product 82","Product 23, Product 30, Product 57",0.01,0.5,50.0
Product 30,"Product 23, Product 57, Product 6, Product 82",0.01,0.5,50.0
"Product 49, Product 68, Product 79","Product 28, Product 62",0.01,1.0,50.0
"Product 68, Product 79","Product 49, Product 62",0.01,1.0,50.0
"Product 49, Product 62","Product 68, Product 79",0.01,0.5,50.0
"Product 58, Product 78, Product 84","Product 33, Product 87",0.01,1.0,50.0
"Product 49, Product 62, Product 68",Product 28,0.01,1.0,33.333333333333336
"Product 49, Product 62, Product 68, Product 79",Product 28,0.01,1.0,33.333333333333336
"Product 31, Product 42, Product 62, Product 90",Product 18,0.01,1.0,33.333333333333336
Product 28,"Product 49, Product 62, Product 68, Product 79",0.01,0.33333333333333337,33.333333333333336
"Product 100, Product 92, Product 97",Product 38,0.01,1.0,33.333333333333336
"Product 100, Product 38, Product 97",Product 92,0.01,1.0,33.333333333333336
Product 7,"Product 35, Product 96",0.01,0.33333333333333337,33.333333333333336
Product 28,"Product 49, Product 62, Product 79",0.01,0.33333333333333337,33.333333333333336
"Product 49, Product 68, Product 79",Product 28,0.01,1.0,33.333333333333336
Product 94,"Product 15, Product 42, Product 71",0.01,0.33333333333333337,33.333333333333336
"Product 50, Product 92, Product 97",Product 38,0.01,1.0,33.333333333333336
"Product 15, Product 42, Product 71",Product 94,0.01,1.0,33.333333333333336
Product 92,Product 50,0.01,0.33333333333333337,33.333333333333336
Product 50,Product 92,0.01,1.0,33.333333333333336
Product 38,Product 50,0.01,0.33333333333333337,33.333333333333336
Product 50,Product 38,0.01,1.0,33.333333333333336
Product 40,Product 94,0.01,1.0,33.333333333333336
Product 94,Product 40,0.01,0.33333333333333337,33.333333333333336
Product 28,"Product 49, Product 62, Product 68",0.01,0.33333333333333337,33.333333333333336
"Product 42, Product 62, Product 90",Product 18,0.01,1.0,33.333333333333336
Product 28,"Product 62, Product 68, Product 79",0.01,0.33333333333333337,33.333333333333336
"Product 49, Product 62, Product 79",Product 28,0.01,1.0,33.333333333333336
"Product 71, Product 78, Product 89",Product 51,0.01,1.0,33.333333333333336
"Product 31, Product 32",Product 13,0.01,1.0,33.333333333333336
Product 13,"Product 31, Product 32",0.01,0.33333333333333337,33.333333333333336
"Product 17, Product 42",Product 39,0.01,1.0,33.333333333333336
Product 39,"Product 17, Product 42",0.01,0.33333333333333337,33.333333333333336
"Product 48, Product 62",Product 16,0.01,1.0,33.333333333333336
Product 16,"Product 48, Product 62",0.01,0.33333333333333337,33.333333333333336
"Product 52, Product 62",Product 16,0.01,1.0,33.333333333333336
Product 16,"Product 52, Product 62",0.01,0.33333333333333337,33.333333333333336
"Product 48, Product 62",Product 46,0.01,1.0,33.333333333333336
Product 46,"Product 52, Product 62",0.01,0.33333333333333337,33.333333333333336
"Product 48, Product 52",Product 46,0.01,1.0,33.333333333333336
Product 46,"Product 48, Product 52",0.01,0.33333333333333337,33.333333333333336
Product 16,"Product 28, Product 55, Product 62",0.01,0.33333333333333337,33.333333333333336
Product 28,"Product 16, Product 55, Product 62",0.01,0.33333333333333337,33.333333333333336
"Product 16, Product 43, Product 62",Product 28,0.01,1.0,33.333333333333336
Product 7,"Product 27, Product 70, Product 81",0.01,0.33333333333333337,33.333333333333336
"Product 27, Product 7, Product 88",Product 70,0.01,1.0,33.333333333333336
"Product 27, Product 70, Product 88",Product 7,0.01,1.0,33.333333333333336
"Product 17, Product 2",Product 39,0.01,1.0,33.333333333333336
Product 39,"Product 17, Product 2",0.01,0.33333333333333337,33.333333333333336
Product 76,"Product 79, Product 93",0.01,0.33333333333333337,33.333333333333336
"Product 2, Product 42",Product 39,0.01,1.0,33.333333333333336
Product 39,"Product 2, Product 42",0.01,0.33333333333333337,33.333333333333336
Product 76,"Product 19, Product 79",0.01,0.33333333333333337,33.333333333333336
"Product 2, Product 54",Product 51,0.01,1.0,33.333333333333336
"Product 2, Product 51",Product 54,0.01,1.0,33.333333333333336
Product 54,"Product 2, Product 51",0.01,0.33333333333333337,33.333333333333336
Product 51,"Product 2, Product 54",0.01,0.33333333333333337,33.333333333333336
"Product 14, Product 19",Product 76,0.01,1.0,33.333333333333336
Product 76,"Product 14, Product 19",0.01,0.33333333333333337,33.333333333333336
"Product 27, Product 81, Product 88",Product 7,0.01,1.0,33.333333333333336
Product 51,"Product 71, Product 78, Product 89",0.01,0.33333333333333337,33.333333333333336
Product 46,"Product 48, Product 62",0.01,0.33333333333333337,33.333333333333336
"Product 16, Product 48",Product 46,0.01,1.0,33.333333333333336
"Product 46, Product 48",Product 16,0.01,1.0,33.333333333333336
Product 16,"Product 46, Product 48",0.01,0.33333333333333337,33.333333333333336
Product 46,"Product 16, Product 48",0.01,0.33333333333333337,33.333333333333336
"Product 27, Product 81, Product 88",Product 70,0.01,1.0,33.333333333333336
"Product 27, Product 7, Product 81",Product 70,0.01,1.0,33.333333333333336
Product 24,"Product 74, Product 95",0.01,0.33333333333333337,33.333333333333336
"Product 100, Product 50",Product 38,0.01,1.0,33.333333333333336
Product 38,"Product 100, Product 50",0.01,0.33333333333333337,33.333333333333336
"Product 38, Product 97",Product 92,0.01,1.0,33.333333333333336
"Product 92, Product 97",Product 38,0.01,1.0,33.333333333333336
"Product 48, Product 52",Product 16,0.01,1.0,33.333333333333336
Product 16,"Product 48, Product 52",0.01,0.33333333333333337,33.333333333333336
"Product 46, Product 62",Product 16,0.01,1.0,33.333333333333336
"Product 16, Product 55, Product 62",Product 28,0.01,1.0,33.333333333333336
"Product 28, Product 55, Product 62",Product 16,0.01,1.0,33.333333333333336
Product 51,"Product 43, Product 71, Product 89",0.01,0.33333333333333337,33.333333333333336
"Product 43, Product 78, Product 89",Product 51,0.01,1.0,33.333333333333336
Product 24,"Product 25, Product 27, Product 87",0.01,0.33333333333333337,33.333333333333336
"Product 12, Product 35",Product 84,0.01,1.0,33.333333333333336
Product 84,"Product 12, Product 35",0.01,0.33333333333333337,33.333333333333336
"Product 70, Product 81, Product 88",Product 7,0.01,1.0,33.333333333333336
"Product 7, Product 81, Product 88",Product 70,0.01,1.0,33.333333333333336
Product 16,"Product 46, Product 62",0.01,0.33333333333333337,33.333333333333336
"Product 100, Product 97",Product 92,0.01,1.0,33.333333333333336
Product 92,"Product 100, Product 97",0.01,0.33333333333333337,33.333333333333336
"Product 100, Product 50",Product 92,0.01,1.0,33.333333333333336
Product 92,"Product 100, Product 50",0.01,0.33333333333333337,33.333333333333336
"Product 100, Product 97",Product 38,0.01,1.0,33.333333333333336
Product 38,"Product 100, Product 97",0.01,0.33333333333333337,33.333333333333336
Product 33,"Product 7, Product 84",0.01,0.33333333333333337,33.333333333333336
"Product 35, Product 84",Product 7,0.01,1.0,33.333333333333336
"Product 19, Product 93",Product 76,0.01,1.0,33.333333333333336
Product 76,"Product 19, Product 93",0.01,0.33333333333333337,33.333333333333336
"Product 79, Product 93",Product 76,0.01,1.0,33.333333333333336
"Product 14, Product 93",Product 76,0.01,1.0,33.333333333333336
Product 76,"Product 14, Product 93",0.01,0.33333333333333337,33.333333333333336
"Product 19, Product 79",Product 76,0.01,1.0,33.333333333333336
"Product 12, Product 35",Product 33,0.01,1.0,33.333333333333336
"Product 12, Product 35",Product 7,0.01,1.0,33.333333333333336
Product 7,"Product 12, Product 35",0.01,0.33333333333333337,33.333333333333336
"Product 14, Product 79",Product 76,0.01,1.0,33.333333333333336
Product 76,"Product 14, Product 79",0.01,0.33333333333333337,33.333333333333336
Product 28,"Product 43, Product 55, Product 62",0.01,0.33333333333333337,33.333333333333336
"Product 25, Product 27, Product 87",Product 24,0.01,1.0,33.333333333333336
Product 16,"Product 43, Product 55, Product 62",0.01,0.33333333333333337,33.333333333333336
"Product 16, Product 52",Product 46,0.01,1.0,33.333333333333336
"Product 46, Product 52",Product 16,0.01,1.0,33.333333333333336
Product 24,"Product 74, Product 78",0.01,0.33333333333333337,33.333333333333336
"Product 12, Product 65",Product 28,0.01,1.0,33.333333333333336
"Product 78, Product 95",Product 24,0.01,1.0,33.333333333333336
Product 24,"Product 78, Product 95",0.01,0.33333333333333337,33.333333333333336
Product 84,"Product 12, Product 35, Product 7",0.01,0.33333333333333337,33.333333333333336
Product 7,"Product 12, Product 35, Product 84",0.01,0.33333333333333337,33.333333333333336
"Product 12, Product 7, Product 84",Product 33,0.01,1.0,33.333333333333336
"Product 12, Product 33",Product 84,0.01,1.0,33.333333333333336
"Product 12, Product 33, Product 84",Product 7,0.01,1.0,33.333333333333336
"Product 12, Product 33, Product 7",Product 84,0.01,1.0,33.333333333333336
Product 33,"Product 12, Product 7",0.01,0.33333333333333337,33.333333333333336
"Product 7, Product 84",Product 33,0.01,1.0,33.333333333333336
"Product 33, Product 7",Product 84,0.01,1.0,33.333333333333336
Product 84,"Product 33, Product 7",0.01,0.33333333333333337,33.333333333333336
Product 28,"Product 43, Product 62",0.01,0.33333333333333337,33.333333333333336
Product 7,"Product 35, Product 84",0.01,0.33333333333333337,33.333333333333336
"Product 50, Product 92",Product 38,0.01,1.0,33.333333333333336
Product 38,"Product 50, Product 92",0.01,0.33333333333333337,33.333333333333336
Product 92,"Product 38, Product 50",0.01,0.33333333333333337,33.333333333333336
Product 38,"Product 92, Product 97",0.01,0.33333333333333337,33.333333333333336
Product 92,"Product 38, Product 97",0.01,0.33333333333333337,33.333333333333336
Product 7,"Product 27, Product 81, Product 88",0.01,0.33333333333333337,33.333333333333336
"Product 27, Product 70, Product 81",Product 7,0.01,1.0,33.333333333333336
"Product 33, Product 35",Product 7,0.01,1.0,33.333333333333336
Product 7,"Product 33, Product 35",0.01,0.33333333333333337,33.333333333333336
"Product 12, Product 84",Product 7,0.01,1.0,33.333333333333336
Product 7,"Product 12, Product 84",0.01,0.33333333333333337,33.333333333333336
"Product 12, Product 35, Product 84",Product 7,0.01,1.0,33.333333333333336
"Product 12, Product 35, Product 7",Product 84,0.01,1.0,33.333333333333336
Product 70,"Product 27, Product 7, Product 81",0.01,0.33333333333333337,33.333333333333336
Product 7,"Product 12, Product 33, Product 84",0.01,0.33333333333333337,33.333333333333336
Product 33,"Product 12, Product 7, Product 84",0.01,0.33333333333333337,33.333333333333336
"Product 28, Product 55",Product 16,0.01,1.0,33.333333333333336
Product 16,"Product 28, Product 55",0.01,0.33333333333333337,33.333333333333336
Product 84,"Product 12, Product 7",0.01,0.33333333333333337,33.333333333333336
"Product 12, Product 35, Product 7",Product 33,0.01,1.0,33.333333333333336
"Product 12, Product 33, Product 35",Product 7,0.01,1.0,33.333333333333336
Product 33,"Product 12, Product 35",0.01,0.33333333333333337,33.333333333333336
"Product 35, Product 84",Product 33,0.01,1.0,33.333333333333336
"Product 33, Product 35",Product 84,0.01,1.0,33.333333333333336
Product 84,"Product 33, Product 35",0.01,0.33333333333333337,33.333333333333336
Product 33,"Product 35, Product 84",0.01,0.33333333333333337,33.333333333333336
"Product 12, Product 7",Product 33,0.01,1.0,33.333333333333336
"Product 12, Product 33",Product 7,0.01,1.0,33.333333333333336
Product 7,"Product 12, Product 33",0.01,0.33333333333333337,33.333333333333336
"Product 12, Product 84",Product 33,0.01,1.0,33.333333333333336
"Product 43, Product 55",Product 28,0.01,1.0,33.333333333333336
Product 28,"Product 16, Product 43, Product 55",0.01,0.33333333333333337,33.333333333333336
"Product 43, Product 55, Product 62",Product 16,0.01,1.0,33.333333333333336
Product 28,"Product 12, Product 65",0.01,0.33333333333333337,33.333333333333336
"Product 1, Product 12",Product 28,0.01,1.0,33.333333333333336
Product 28,"Product 1, Product 12",0.01,0.33333333333333337,33.333333333333336
"Product 1, Product 65",Product 28,0.01,1.0,33.333333333333336
Product 28,"Product 1, Product 65",0.01,0.33333333333333337,33.333333333333336
"Product 25, Product 8",Product 69,0.01,1.0,33.333333333333336
Product 51,"Product 43, Product 71, Product 78",0.01,0.33333333333333337,33.333333333333336
"Product 16, Product 43, Product 55",Product 28,0.01,1.0,33.333333333333336
